	R2.ESC.hapinfo.txt	R2.ipsNT.hapinfo.txt	R2.tissue.hapinfo.txt	Pvalue
chr8:49224564-49224640	0.716	0.088	0.045	3.18305480025746e-139
chr8:49274062-49274066	0.47	0.003	0.253	4.72071457181315e-34
chr8:49313932-49313975	0.163	0.138	0.409	1.64329090851379e-43
chr8:49313983-49314027	0.154	0.064	0.308	3.54912263230396e-54
chr8:49314045-49314076	0.154	0.132	0.062	3.46222078163919e-14
chr8:49314113-49314127	0.1	0.068	0.084	0.291570075085512
chr8:49314147-49314170	0.094	0.095	0.093	1.57852747238751e-10
chr8:49314179-49314211	0.178	0.116	0.077	9.87819719488506e-11
chr8:49314410-49314426	0.272	0.169	0.162	8.75972446132566e-06
chr8:49325763-49325787	0.625	0.129	0.447	5.55869530551539e-79
chr8:49339076-49339174	0.668	0.546	0.142	1.04700996155054e-67
chr8:49339735-49339783	0.697	0.268	0.131	6.58415352083392e-113
chr8:49339849-49339889	0.699	0.23	0.039	1.19539487309322e-119
chr8:49345674-49345688	0.763	0.435	0.381	6.87289778677714e-60
chr8:49345792-49345806	0.667	0.174	0.686	1.15251583718008e-51
chr8:49360141-49360171	0.61	0.349	0.363	2.24452331920008e-51
chr8:49360575-49360611	0.59	0.395	0.155	1.47385006560934e-74
chr8:49382761-49382788	0.59	0.036	0.103	8.67650769133276e-89
chr8:49385611-49385618	0.639	0.114	0.477	2.16925478343653e-109
chr8:49386362-49386381	0.571	0.162	0.682	1.88815139018176e-120
chr8:49403082-49403115	0.69	0.136	0.091	1.92341699959211e-64
chr8:49482158-49482252	0.643	0.053	0.24	1.27073622025899e-86
chr8:49544529-49544547	0.68	0.207	0.321	3.99446854924662e-91
chr8:49597178-49597186	0.651	0.179	0.426	9.28772104338712e-91
chr8:49627511-49627529	0.642	0.46	0.163	1.9177563078394e-67
chr8:49814366-49814391	0.312	0.294	0.076	1.98217307367763e-24
chr8:49814719-49814777	0.34	0.289	0.202	1.79913370942971e-09
chr8:49814815-49814849	0.401	0.235	0.138	3.82865847825294e-39
chr8:49819476-49819483	0.709	0.174	0.203	1.37912069446189e-105
chr8:49867316-49867325	0.591	0.092	0.51	1.10558595687399e-109
chr8:49883863-49883975	0.606	0.01	0.167	2.67512750623011e-106
chr8:49888537-49888546	0.633	0.461	0.597	2.34530884805918e-23
chr8:52163696-52163876	0.546	0.365	0.491	1.45177011402762e-06
chr8:54676851-54676951	0.655	0.292	0.552	2.48754975277079e-12
chr8:55162860-55162869	1	NA	NA	NA
chr8:56198144-56198180	0.64	NA	0.175	2.01353975856949e-81
chr8:58452636-58452671	0.643	NA	0.247	3.43022933469275e-61
chr8:58452856-58452902	0.557	NA	0.007	1.56820003486786e-95
chr8:59936131-59936171	0.641	0.283	0.549	2.31585038092954e-67
chr8:59990719-59990740	0.886	NA	0	1.92799525619402e-52
chr8:60042678-60042712	0.602	0.118	0.617	4.05150755528122e-122
chr8:60080866-60080891	0.615	0.132	0.62	5.81028593684547e-82
chr8:60080948-60080962	0.585	0.19	0.577	8.14981737968899e-79
chr8:63455816-63455858	0.484	0.25	0.521	1.25160269337742e-18
chr8:63722158-63722208	0.392	0.7	0.386	2.97976286764627e-47
chr8:63828447-63828462	0.402	0.2	0.039	3.96357893141399e-55
chr8:64014125-64014135	0.513	0.372	0.1	1.18980875431359e-29
chr8:64014438-64014494	0.426	0.073	0.085	5.49102584977249e-50
chr8:64014529-64014552	0.344	0.321	0.135	1.86056692367069e-36
chr8:64028407-64028483	0.165	0.13	0.125	7.85991056142711e-17
chr8:64028675-64028726	0.297	0.501	0.051	3.19601648891934e-58
chr8:64028781-64028836	0.119	0.032	0.112	5.73566342743958e-16
chr8:64028849-64028873	0.398	0.002	0.148	1.17002745323177e-50
chr8:64028875-64028912	0.243	0.501	0.159	1.78135587117814e-25
chr8:64040269-64040443	0.679	0.198	0.153	1.12239129208331e-37
chr8:64043560-64043581	0.62	0.085	0.284	1.27048759578344e-86
chr8:64163794-64163865	0.752	0.011	0.241	4.33229432627931e-119
chr8:64180734-64180755	0.668	0.088	0.422	1.84508894935595e-120
chr8:64344417-64344423	0.622	0.316	0.43	5.76532886547615e-14
chr8:66799945-66799959	0.683	0.248	0.288	5.59186210075273e-55
chr8:66845878-66845929	0.162	0.272	0.384	4.32589619694342e-05
chr8:66887147-66887162	0.513	0.343	0.055	7.99180965136604e-84
chr8:67098136-67098155	0.601	0.288	0.062	1.19722732229623e-56
chr8:67191742-67191796	0.733	0.151	0.085	2.81453070298358e-136
chr8:67277100-67277195	0.611	0.083	0.121	6.40939943500406e-99
chr8:67278394-67278433	0.571	0.335	0.387	2.97612763914746e-30
chr8:67356792-67356803	0.488	0.404	0.447	0.021607879292564
chr8:67358183-67358203	0.415	0.288	0.126	7.11306844832924e-23
chr8:67546836-67546867	0.525	0.045	0.207	6.15716398354995e-34
chr8:67604980-67604996	0.556	0.281	0.559	4.18424551660138e-26
chr8:69229176-69229188	0.579	0.001	0.111	1.63891578488864e-102
chr8:69384701-69384711	NA	NA	1	NA
chr8:70039483-70039508	0.342	0.301	0.069	4.66758013761375e-30
chr8:70805882-70806044	0.668	0.119	0.616	4.82181818782583e-41
chr8:70944936-70944957	0.42	0.137	0.059	1.20643697995223e-83
chr8:70945145-70945160	0.401	0.225	0.18	9.23710344494067e-26
chr8:71627550-71627615	0.727	0.194	0.015	4.78906330704482e-176
chr8:71660116-71660239	0.786	0.004	0.276	2.2815020555666e-147
chr8:72856122-72856133	0.054	NA	0.559	4.46985664479688e-36
chr8:72976270-72976287	0.091	0.038	0.078	0.0258472241880956
chr8:73121681-73121693	0.053	0.106	0.4	2.593664474854e-30
chr8:73121898-73121910	0.062	0.005	0.465	8.03883794216028e-97
chr8:73121916-73121926	0.001	0.003	0.438	7.81650666147828e-84
chr8:73121950-73121964	0.056	0.175	0.472	1.84188885562419e-26
chr8:73122297-73122312	0.052	0.081	0.613	8.67205516280416e-46
chr8:73174628-73174637	0.571	0.174	0.166	1.03586473176696e-35
chr8:73183722-73183751	1	NA	NA	NA
chr8:73215927-73215952	NA	NA	0.611	NA
chr8:73222615-73222654	1	NA	NA	NA
chr8:73293015-73293043	0.377	0.217	0.231	1.35565321937693e-16
chr8:73311752-73311782	0	0.085	0.344	2.97069135435764e-39
chr8:73311846-73311888	0	0.001	0.294	1.67879818580473e-88
chr8:73344240-73344318	NA	NA	0.654	NA
chr8:73344459-73344487	0	NA	0.58	6.71921980986495e-105
chr8:73344499-73344513	0.04	0.326	0.746	1.36842422326419e-83
chr8:73397246-73397275	1	NA	NA	NA
chr8:73437179-73437187	0.086	0.165	0.04	1.86086869186557e-23
chr8:73438531-73438548	0.235	0.139	0.027	3.89717488380271e-29
chr8:73899819-73899834	0	NA	0.697	1.05794953897191e-92
chr8:73985443-73985469	0.132	0.215	0.108	5.72264548476846e-28
chr8:73985536-73985555	0.006	0.091	0.176	1.01130614436259e-27
chr8:74008119-74008189	0.087	0.132	0.099	5.73405667916818e-09
chr8:74093569-74093597	1	NA	0.664	0.000753485825037652
chr8:74104785-74104854	0.116	0.108	0.107	0.0184981793484587
chr8:74108153-74108171	0.06	0.111	0.067	1.36185322780168e-09
chr8:74203581-74203588	0.082	0.402	0.604	8.09450877730406e-86
chr8:74203784-74203806	0	NA	0.543	4.76852702965951e-112
chr8:74203835-74203869	0	NA	0.601	3.04785291791716e-78
chr8:74209720-74209775	0.012	0.235	0.649	4.50970922471523e-88
chr8:74210343-74210370	0.117	0.082	0.768	6.28176416453933e-69
chr8:74743747-74743777	0	0	0.75	3.06625196490209e-97
chr8:74743905-74743936	0	0.583	0.642	7.3247299217632e-92
chr8:74743940-74743946	0	0.662	0.686	2.57646437924158e-63
chr8:74743959-74744003	0.039	NA	0.858	5.33661599743668e-57
chr8:74794697-74794726	0.511	0.21	0.345	1.53229210510861e-52
chr8:74844690-74844700	0.516	0.064	0.321	4.19826484976663e-58
chr8:74873855-74873868	0.653	0.132	0.676	3.04428810695168e-130
chr8:74874816-74874832	0.632	0.115	0.609	2.41184175439132e-134
chr8:75039350-75039407	0.582	NA	0.099	6.44683225359147e-37
chr8:75097546-75097563	0.626	0.054	0.53	1.78890670441612e-123
chr8:75194929-75194938	0.578	0.363	0.077	1.31687017498235e-87
chr8:75256818-75256966	0.52	0.521	0.389	0.00140020942668375
chr8:75273776-75273816	0.167	0.134	0.042	1.55301857601852e-11
chr8:75273838-75273896	0.107	0.046	0.021	1.57174666569387e-22
chr8:75274004-75274024	0.176	0.123	0.079	1.94060154596314e-09
chr8:75274046-75274076	0.184	0.2	0.074	7.93698154135617e-11
chr8:75280786-75280797	0.213	0.065	0	2.89776822395537e-75
chr8:75281068-75281111	0.263	0.303	0.056	2.70592329512691e-56
chr8:75281254-75281268	0.279	0.345	0.177	5.82226867950469e-15
chr8:75877553-75877588	0.748	NA	NA	NA
chr8:77518225-77518259	1	NA	NA	NA
chr8:77626676-77626684	0.531	0.012	0.134	1.82230628533792e-95
chr8:79437226-79437265	0.49	0.355	0.645	4.71061387930204e-38
chr8:79568938-79568952	0.635	0.194	0.49	9.93495504971577e-31
chr8:79568958-79569007	0.547	0.201	0.563	1.96064074182884e-40
chr8:79694393-79694405	0.841	0.076	0.446	2.0743539069102e-177
chr8:79697264-79697445	0.907	0.222	0.355	2.09363997990029e-87
chr8:79781339-79781404	0.599	0.215	0.254	2.46825744684569e-26
chr8:79906533-79906541	0.621	0.282	0.088	1.75718839740994e-76
chr8:79937229-79937408	0.615	0.482	0.372	2.95943559379596e-18
chr8:79965108-79965118	0.546	0.193	0.579	1.47983372736695e-70
chr8:80121466-80121712	0.897	0.218	0.224	5.8915402249946e-51
chr8:80606667-80606760	0.616	0.188	0.125	8.21131292645412e-76
chr8:80623209-80623395	0.913	0.427	0.308	1.40916845745665e-68
chr8:80624030-80624183	0.546	0.284	0.001	3.48886427749778e-28
chr8:80637950-80637962	0.696	0.183	0.174	2.28483113004629e-55
chr8:80662308-80662462	0.457	0.246	0.071	3.19739662367911e-42
chr8:80720862-80720895	0.541	0.058	0.054	1.96154606188877e-49
chr8:80802570-80802759	0.716	0.405	0.111	5.38760335920948e-58
chr8:81010121-81010159	0.621	NA	0.004	7.61253226852245e-82
chr8:81010273-81010304	0.507	NA	0.01	1.21397445818261e-49
chr8:81030670-81030698	0.541	0.37	0.208	2.37667303257177e-29
chr8:81039521-81039529	0.483	0.266	0.031	5.51089376313877e-73
chr8:81061484-81061507	0.466	0.207	0.099	1.09225002156826e-32
chr8:81081017-81081088	0.492	0.774	0.184	2.43645392662789e-54
chr8:81131220-81131246	0.612	0.341	0.054	1.8456796060414e-46
chr8:81140392-81140610	0.605	0.107	0.064	3.44146974417843e-118
chr8:81247603-81247661	0.638	0.037	0.001	4.8681553634219e-140
chr8:81321581-81321773	0.686	0.488	0.187	8.40428318356099e-57
chr8:81326057-81326084	0.421	NA	0.302	1.18773419874248e-07
chr8:81336886-81336957	0.564	0.423	0.607	1.59591796905588e-17
chr8:81635821-81635839	0.706	0.25	0.334	2.49977485114869e-67
chr8:81673155-81673173	0.627	0.198	0.165	1.12761774591645e-101
chr8:81686853-81686895	0.497	0.323	0.135	1.14467213981945e-59
chr8:81699257-81699513	0.644	0.307	0.001	5.80444275034928e-78
chr8:81702279-81702287	0.6	0.241	0.239	5.83533928127216e-45
chr8:81713693-81713703	0.349	0.13	0.059	1.3873479446913e-53
chr8:81915302-81915404	0.653	0.086	0.199	5.92971035255676e-55
chr8:81918268-81918414	0.69	0.262	0.494	4.27731269178773e-35
chr8:82147328-82147348	0.526	0.247	0.308	2.37221659274692e-31
chr8:82147422-82147476	0.543	0.298	0.268	7.32559179045463e-29
chr8:82163684-82163692	0.665	NA	NA	NA
chr8:8239684-8239723	0.561	0.249	0.628	1.23525278419834e-64
chr8:82838996-82839025	0.463	0.137	0.344	2.47789007863255e-32
chr8:8325508-8325782	0.617	0.471	NA	1.00068525102641e-12
chr8:83263458-83263472	0.576	NA	NA	NA
chr8:83294797-83294897	0.563	1	0.127	8.03728390028688e-71
chr8:83382020-83382035	0.201	0.409	0.288	3.24602440108346e-17
chr8:83382428-83382526	0.464	0.684	0.243	7.02432544226385e-43
chr8:83382728-83382822	0.519	0.861	0.264	2.40395667211218e-31
chr8:83383390-83383496	0.762	0.604	0.44	5.74840447896763e-69
chr8:83383527-83383610	0.701	0.441	0.411	2.03971882013012e-49
chr8:83435435-83435498	0.285	0.159	0.237	2.16591163314432e-08
chr8:83466084-83466116	0.432	0.239	0.071	1.7476304080107e-56
chr8:8484680-8484703	0.162	0.12	0.296	6.28205577711873e-15
chr8:85297865-85297879	NA	NA	0.801	NA
chr8:85297943-85297964	1	NA	0.788	2.34779037690213e-08
chr8:85610711-85610728	0.532	0.139	0.61	1.37735099731284e-76
chr8:8569418-8569468	0.579	0.485	0.442	3.98350630189737e-19
chr8:8620370-8620380	0.129	0.189	0.197	3.59522969310096e-11
chr8:8620676-8620737	0.355	0.129	0.259	2.00159476339297e-24
chr8:8620759-8620791	0.154	0.078	0.16	0.0746373951006046
chr8:8620919-8620950	0.295	0.197	0.073	8.28432773192504e-36
chr8:8621200-8621238	0.32	0.121	0.3	5.82672794580502e-09
chr8:86306845-86306868	0.536	0.185	0.313	6.5456264475625e-18
chr8:86525195-86525210	0.023	0.66	0.259	3.98189890509192e-86
chr8:86525283-86525312	0.019	0.29	0.296	4.25663105409352e-43
chr8:86525375-86525392	0.333	0.159	0.236	1.34882253078003e-25
chr8:86525408-86525434	0	0.336	0.27	6.42684290446498e-44
chr8:8660703-8660712	1	NA	NA	NA
chr8:86608595-86608616	0.043	0.027	0.301	2.70613611928298e-25
chr8:86608778-86608812	0.104	0.098	0.225	3.03221082696947e-06
chr8:86747291-86747314	0.018	0.094	0.133	1.24615789742652e-16
chr8:8681064-8681140	0.611	0.206	0.031	7.28192348454925e-53
chr8:86880530-86880605	0.512	0.316	0.385	3.13961065819685e-05
chr8:87035613-87035633	0.662	0.196	0.559	3.69078381321084e-88
chr8:87220480-87220706	0.881	0.283	0.005	3.14617105178647e-98
chr8:87266630-87266653	0.013	0.241	0.393	2.18957852798879e-23
chr8:87266703-87266714	0.143	0.032	0.483	8.7088952020186e-46
chr8:87364397-87364437	1	NA	1	0.273919133830837
chr8:87439736-87439758	0.548	0.343	0.137	2.66619133080439e-75
chr8:87439903-87439982	0.634	0.41	NA	3.33003908706877e-07
chr8:87440513-87440570	0.581	0.309	0.076	2.11029529067924e-88
chr8:87441818-87441867	0.626	0.261	0.385	2.91194355332009e-24
chr8:87442556-87442583	0.401	0.114	0.032	6.35807356423634e-110
chr8:87442669-87442690	0.409	0.157	0.088	2.24685299356986e-69
chr8:87571034-87571210	0.489	0.554	0.038	1.36982754414287e-57
chr8:87600159-87600168	0.564	0.751	0.562	4.30531026270647e-31
chr8:87823336-87823364	1	NA	NA	NA
chr8:87965674-87965684	0.139	0.231	0.261	1.99388569451891e-07
chr8:87996662-87996700	0.405	0.451	0.014	6.71388072454697e-37
chr8:88036050-88036058	0.609	0.277	0.311	7.47666662558691e-35
chr8:88043428-88043483	0.562	0.87	0.064	2.70075082105757e-61
chr8:88839551-88839793	0.47	0.304	0.349	4.01541383159635e-22
chr8:8918279-8918357	0.619	0.271	0.143	1.55373927705182e-20
chr8:89249031-89249055	0.532	NA	0.062	3.78020980741485e-97
chr8:89387156-89387390	0.87	0.057	0.054	4.63909338421203e-109
chr8:8939182-8939239	0.747	0.252	0.045	1.34224337855796e-141
chr8:89411808-89411960	0.973	0.226	0.393	2.67174065036531e-89
chr8:89420663-89420756	0.519	0.473	0.225	3.73625617556501e-27
chr8:8944864-8944870	0.653	0.019	0.427	6.75517689357416e-113
chr8:89719944-89720180	0.923	0.687	0.463	1.85638938741546e-51
chr8:90240392-90240401	0	0.001	0.563	2.68257714226279e-124
chr8:90786691-90786780	0.824	0.446	0.196	1.01770472541296e-71
chr8:91062168-91062224	0.666	0.149	0.519	1.17450822812766e-58
chr8:91086170-91086180	0.896	0.086	0.026	9.67304539253641e-180
chr8:91121539-91121629	0.775	0.099	0.558	5.49666025012631e-50
chr8:91151207-91151266	0.029	0.024	0.706	1.04752997686001e-213
chr8:91151275-91151283	0	0	0.646	5.79910078812718e-115
chr8:91151287-91151351	0	0	0.737	1.27591856794293e-233
chr8:91151369-91151418	0.202	0	0.713	1.74554461664363e-79
chr8:91151437-91151475	0	0	0.591	6.34524891223115e-167
chr8:91151481-91151511	0	0.056	0.8	1.23046407458107e-162
chr8:91151521-91151532	NA	0.001	0.786	7.326334979545e-134
chr8:91151535-91151577	0	0.036	0.75	6.6502555434663e-204
chr8:91151596-91151619	0	0.048	0.692	1.374529979287e-124
chr8:91151647-91151675	0.017	0.33	0.78	1.33521422538447e-85
chr8:91151683-91151698	NA	0.001	0.695	3.73087247259624e-117
chr8:91151738-91151781	0.083	1	0.666	1.70918959029505e-84
chr8:91151791-91151811	0.084	0.205	0.731	1.01611890721177e-61
chr8:91555141-91555199	0.49	0.128	0.125	1.385896074504e-62
chr8:91587686-91587711	0.377	0.198	0.134	5.20573498945869e-32
chr8:92974806-92975046	0.824	0.026	NA	4.0159125203254e-29
chr8:93340783-93340803	0.609	0.199	0.484	2.78976277562757e-58
chr8:93351913-93351953	0	0.468	0.42	1.1439127748518e-22
chr8:93428877-93428944	0.191	0.16	0.045	1.02676258261099e-17
chr8:93609367-93609379	0.689	0.091	0.005	9.61081304379814e-163
chr8:93659555-93659579	0.375	0.2	0.218	2.61869806806565e-20
chr8:93695004-93695018	0.568	0.278	0.571	1.20036369738926e-21
chr8:93959717-93959878	0.654	0.013	0.026	6.22995117385862e-112
chr8:94157689-94157716	0.647	0.395	0.229	1.49631526210758e-55
chr8:94658089-94658156	0	0.193	0.379	2.50342492520236e-19
chr8:9633091-9633270	0.66	0.145	0.566	3.07444973946605e-05
chr8:96598976-96598980	0.643	0.137	0	1.00457524142306e-84
chr8:96746898-96746906	0.547	0.248	0.42	1.80717777235781e-18
chr8:96816125-96816138	0.653	0.299	0.49	8.63869567870345e-59
chr8:96937444-96937568	0.674	0.165	0.486	5.7651606027757e-28
chr8:97200684-97200826	0.498	0.232	0.023	2.32650426525557e-28
chr8:97428916-97428928	0.507	0.062	0.582	8.30608879677453e-107
chr8:97437045-97437053	0	0.052	0.548	3.88482801936566e-82
chr8:97437065-97437091	0	0	0.511	2.8887022622963e-140
chr8:97437103-97437139	0.241	0	0.652	2.02023941935852e-33
chr8:97437148-97437174	0.23	0	0.582	1.82340585805154e-50
chr8:97437213-97437223	0.333	0	0.544	6.67240743184481e-35
chr8:97437261-97437273	0.413	0.408	0.477	0.00179169597234353
chr8:97437283-97437318	NA	0.497	0.587	0.39237223948831
chr8:97437383-97437441	0.538	0.001	0.789	1.74088086884482e-65
chr8:97437477-97437525	0.108	0.08	0.706	2.42716544314701e-47
chr8:97497464-97497481	0.612	0.06	0.55	2.48124717148742e-137
chr8:97851827-97851873	0.091	0.071	0.043	5.83769443205714e-07
chr8:97851899-97851945	0.004	0.155	0.023	1.52791706613599e-40
chr8:97851949-97851995	0.033	0.152	0.04	2.81921454273945e-39
chr8:97852002-97852082	0.046	0.247	0.028	4.18752082637113e-81
chr8:97852086-97852122	0.059	0.084	0.042	1.22927380318224e-18
chr8:97852347-97852388	0.133	0.175	0.021	2.21059457226089e-29
chr8:97852391-97852407	0.138	0.128	0.015	2.92609165307482e-32
chr8:97852468-97852484	0.073	0.011	0.03	3.62064055294112e-08
chr8:97852524-97852575	0.051	0.094	0.038	2.80613129381534e-16
chr8:97852613-97852641	0.075	0.071	0.029	6.11612894316501e-06
chr8:98071568-98071749	0.652	0.434	0.166	7.16643951263054e-88
chr8:98349271-98349292	0.527	0.056	0.291	2.85330296732257e-46
chr8:98377393-98377442	0.748	0	0.87	1.01782573730923e-87
chr8:98389093-98389124	0.608	0.22	0.007	5.23143507386009e-67
chr8:98419150-98419348	0.847	NA	0.078	1.11943340325526e-58
chr9:100498146-100498230	0.503	0.24	0.579	3.51422114197862e-15
chr9:100498489-100498547	0.628	0.46	0.136	7.53924046343578e-89
chr9:100540009-100540033	0.597	0.066	0.073	4.02826297858121e-92
chr9:100942659-100942728	0.512	0.188	0.444	9.86409488833517e-36
chr9:101765070-101765091	0.534	0.155	0.622	8.49958463013266e-58
chr9:101874768-101874812	0.562	0.221	0.556	5.17615361636848e-85
chr9:102620954-102620993	1	NA	0.888	4.24432909423065e-06
chr9:102630773-102630795	0.461	0.233	0.112	6.68327857871429e-66
chr9:102766434-102766438	0.52	0.173	0.603	2.50051857779846e-56
chr9:102827410-102827448	0.545	0.561	0.375	4.26314038882193e-28
chr9:102902773-102902839	0.374	0.3	0.085	1.68899928190921e-27
chr9:103301067-103301077	0.548	0.287	0.706	6.05743021579948e-98
chr9:103622550-103622562	0.427	0.319	0.257	1.56169795584609e-20
chr9:103654091-103654128	0.617	0.45	0.343	1.04749328036514e-38
chr9:103941811-103941826	0.442	0.2	0.06	8.52692038674564e-49
chr9:103984385-103984396	0.6	0.352	0.243	1.96178001889657e-33
chr9:104001440-104001460	0.425	0.407	0.198	1.34430210992219e-34
chr9:104139826-104139842	0.645	0.413	0.141	4.18540534721728e-86
chr9:104311555-104311620	0.507	0.312	0.746	1.50378917961723e-98
chr9:104311623-104311653	0.563	0.44	0.634	4.37520147646834e-29
chr9:105546970-105546998	0.477	0.179	0.001	2.21905534839542e-122
chr9:106115155-106115176	0.312	0.285	0.382	0.100449724832097
chr9:107095875-107095890	0.195	0.172	0.141	0.00350643065989028
chr9:107231266-107231384	0.588	0.242	0.157	6.57025804010634e-45
chr9:107502359-107502410	0.474	0.448	0.293	1.00188964078077e-21
chr9:107775090-107775095	1	NA	NA	NA
chr9:107853056-107853125	0.439	0.374	0.769	8.77097284636195e-88
chr9:107853157-107853222	0.492	0.417	0.855	1.23781866404358e-91
chr9:107853280-107853298	0.494	0.474	0.768	1.24391803942715e-29
chr9:107853302-107853396	0.664	0.408	0.844	4.74703135268402e-98
chr9:107853416-107853446	0.266	0.381	0.847	7.20103429918117e-60
chr9:107853514-107853566	0.647	0.293	0.848	3.06050297010767e-102
chr9:107853590-107853610	0.634	0.265	0.701	2.41956653752229e-52
chr9:107863971-107864001	0.373	0.147	0.325	6.96612056344674e-36
chr9:107871948-107871967	0.696	0.126	0.029	3.68267607627009e-145
chr9:108295323-108295345	0.283	0.145	0.2	1.9299904101699e-15
chr9:108295397-108295426	0.318	0.158	0.293	4.51779818525708e-19
chr9:108295676-108295684	0.558	0.133	0.251	3.14745110969099e-71
chr9:108514030-108514055	0.593	0.176	0.163	7.46408634940679e-61
chr9:108554299-108554412	0.688	0.535	0.304	1.72554692260157e-44
chr9:108613417-108613429	0.364	0.355	0.333	0.000370408424038061
chr9:109873287-109873314	0.496	NA	0.037	2.68055278982736e-99
chr9:109873442-109873500	0.492	NA	0.147	4.95603989123393e-37
chr9:110144195-110144401	0.682	0.509	0.082	5.20327666637536e-79
