	Case_to_Control.logFC	Case_to_Control.AveExpr	Case_to_Control.t	Case_to_Control.P.Value	Case_to_Control.adj.P.Val	Case_to_Control.B	Case_to_Control.Case_AVG	Case_to_Control.Control_AVG	Case_to_Control.deltaBeta	Case_to_Control.CHR	Case_to_Control.MAPINFO	Case_to_Control.Strand	Case_to_Control.Type	Case_to_Control.gene	Case_to_Control.feature	Case_to_Control.cgi	Case_to_Control.feat.cgi	Case_to_Control.UCSC_Islands_Name	Case_to_Control.SNP_ID	Case_to_Control.SNP_DISTANCE
cg17748306	0.0274167793311296	0.246314876127309	3.69488553306151	0.000555922607752117	0.0450104115890769	-1.50076895496107	0.232606486461744	0.260023265792874	0.0274167793311296	4	71758062	F	II		IGR	opensea	IGR-opensea		rs116513485;rs569154922	24;25
cg00716753	0.0330233775879086	0.748076875199752	3.69476275968474	0.000556132163832553	0.0450140029817134	-1.5011296412855	0.731565186405797	0.764588563993706	0.0330233775879085	21	38223581	R	II	HLCS	Body	opensea	Body-opensea		rs71332555;rs561197269;rs530045538	7;4;2
cg04916587	0.0230742376712682	0.213026339462301	3.69473441413007	0.000556180556294278	0.0450140029817134	-1.50121291452242	0.201489220626667	0.224563458297935	0.0230742376712682	15	89672243	F	II	ABHD2	Body	opensea	Body-opensea		rs529695015;rs113838278;rs77972530	12;26;36
cg17195664	0.0297539443462702	0.26777875690887	3.69472102826694	0.000556203410484457	0.0450140029817134	-1.50125223922888	0.252901784735735	0.282655729082005	0.0297539443462703	10	69812543	R	II	HERC4	5'UTR	opensea	5'UTR-opensea		rs546204231	5
cg20445053	0.0278744356424692	0.878614385330832	3.69471805925176	0.00055620847971846	0.0450140029817134	-1.50126096152823	0.864677167509598	0.892551603152067	0.0278744356424689	2	169440359	F	II	LASS6	Body	opensea	Body-opensea		rs143344048;rs113302982;rs577701240;rs141585875	1;21;27;29
cg00994368	0.0127075327118447	0.147180197232113	3.69454660025456	0.000556501300441606	0.0450328124949126	-1.50176466284982	0.140826430876191	0.153533963588035	0.0127075327118447	3	10380753	R	II	ATP2B2	Body	opensea	Body-opensea		rs541430413	2
cg02396325	0.0336358768963617	0.68812736028481	3.69434809144799	0.000556840502141816	0.0450505289201813	-1.50234781297719	0.671309421836629	0.704945298732991	0.0336358768963616	7	41732210	F	II	INHBA-AS1	TSS1500	opensea	TSS1500-opensea		rs549212264	1
cg08288126	0.0324030011543217	0.330305006149668	3.69434774763494	0.000556841089804099	0.0450505289201813	-1.5023488229656	0.314103505572507	0.346506506726829	0.0324030011543217	3	12392792	F	II	PPARG	TSS1500	opensea	TSS1500-opensea		rs4135245;rs145806574	0;18
cg11694538	-0.0336987541804366	0.854767796799451	-3.6942858017003	0.00055694698057879	0.0450542066554844	-1.50253079505595	0.871617173889669	0.837918419709233	-0.0336987541804366	4	156355435	R	II		IGR	opensea	IGR-opensea			
cg12930492	0.0198683486662637	0.20337552677633	3.69419298668255	0.000557105675337314	0.0450621547057477	-1.50280344481343	0.193441352443198	0.213309701109462	0.0198683486662637	2	20356635	F	II		IGR	opensea	IGR-opensea		rs530102232;rs71435547	27;37
cg19113750	-0.034583465597086	0.80394697853278	-3.69411634707184	0.000557236746162756	0.0450678668792826	-1.5030285754286	0.821238711331322	0.786655245734237	-0.0345834655970858	1	180806327	R	II	XPR1	Body	opensea	Body-opensea		rs541962443	2
cg23112804	-0.0225392515171231	0.115808283524242	-3.69396565847902	0.000557494543580257	0.0450775003438469	-1.50347121897627	0.127077909282804	0.104538657765681	-0.0225392515171231	13	48877907	F	I	LINC00441	TSS200	island	TSS200-island	chr13:48877459-48878501	rs552929213	34
cg18657988	0.0347256764318301	0.46869482377173	3.69395776899757	0.000557508044025548	0.0450775003438469	-1.50349439382898	0.451331985555815	0.486057661987645	0.0347256764318301	14	89804447	R	II	FOXN3	Body	opensea	Body-opensea		rs549251997	23
cg13128137	0.0273435262656113	0.738131354491121	3.69394033896275	0.000557537871335504	0.0450775003438469	-1.50354559335518	0.724459591358316	0.751803117623927	0.0273435262656112	1	36635209	F	II	MAP7D1	Body	opensea	Body-opensea		rs74805369;rs190029696	0;39
cg23799025	0.0306405147809775	0.630216050240324	3.69387847236023	0.000557643753504784	0.0450775003438469	-1.50372732114101	0.614895792849835	0.645536307630812	0.0306405147809776	1	13992541	R	II		IGR	opensea	IGR-opensea			
cg26942829	0.0304003774361005	0.237945723107798	3.69380366380227	0.000557771811083205	0.0450775003438469	-1.50394706251582	0.222745534389748	0.253145911825848	0.0304003774361005	6	13408158	F	II	GFOD1	Body	opensea	Body-opensea			
cg02604745	0.0219168824532889	0.796960783445763	3.69379116170852	0.000557793214968197	0.0450775003438469	-1.50398378570767	0.786002342219119	0.807919224672408	0.0219168824532888	4	26526924	R	II		IGR	opensea	IGR-opensea		rs181170908	2
cg17568962	0.0176629101168715	0.168755224290833	3.69376651706025	0.000557835409507182	0.0450775003438469	-1.50405617578951	0.159923769232397	0.177586679349269	0.0176629101168715	6	35456312	F	II	TEAD3	5'UTR	shore	5'UTR-shore	chr6:35453776-35454435	rs567470143	32
cg17433678	0.0230217624721269	0.230485438831512	3.69374618620991	0.000557870220622517	0.0450775003438469	-1.50411589451099	0.218974557595448	0.241996320067575	0.0230217624721269	10	3135764	R	II	PFKP	Body	opensea	Body-opensea		rs573789594	18
cg20031900	0.021832663348944	0.288946808051634	3.69370464543445	0.000557941354515256	0.0450775003438469	-1.50423791352562	0.278030476377162	0.299863139726106	0.021832663348944	4	2733908	F	II	FAM193A	3'UTR	island	3'UTR-island	chr4:2733657-2734020	rs547921374;rs11543194;rs532197755	8;40;50
cg22158547	0.0359697816057983	0.770816515419471	3.69369346765659	0.000557960496685596	0.0450775003438469	-1.50427074622932	0.752831624616571	0.78880140622237	0.0359697816057983	1	223472245	R	II	SUSD4	Body	opensea	Body-opensea		rs140396336;rs373493151	18;1
cg08269908	0.0314172383913588	0.649159090595899	3.69359553246357	0.000558128239640812	0.0450861664582224	-1.50455841078373	0.633450471400219	0.664867709791578	0.0314172383913586	16	57710430	R	II	ADGRG3	5'UTR	opensea	5'UTR-opensea		rs138248748	1
cg09124961	0.0255493893463842	0.842408155882913	3.69354914076398	0.000558207716028214	0.0450877012042343	-1.50469467539581	0.829633461209721	0.855182850556105	0.0255493893463843	8	142895986	R	II		IGR	opensea	IGR-opensea		rs182343879;rs373251996;rs537584467;rs186296696	30;25;7;2
cg01868607	0.0345438263423858	0.607021639108172	3.69346170724367	0.000558357533136588	0.0450926187720372	-1.50495148800576	0.589749725936979	0.624293552279365	0.0345438263423858	15	65118663	R	II	PIF1	TSS1500	shelf	TSS1500-shelf	chr15:65116013-65116567	rs142946062;rs554980251	40;35
cg20108600	0.0226195162384907	0.878068955171696	3.69344301562033	0.000558389566191272	0.0450926187720372	-1.50500638921304	0.866759197052451	0.889378713290941	0.0226195162384902	8	125464547	F	II	TRMT12	1stExon	opensea	1stExon-opensea		rs192804139;rs575630055	4;25
cg16651347	0.0250069778485441	0.274978133714585	3.69340381290779	0.000558456756167574	0.0450931602417523	-1.50512153527229	0.262474644790313	0.287481622638857	0.0250069778485441	1	175042297	F	II	TNN	5'UTR	opensea	5'UTR-opensea		rs6695588;rs535845734	11;41
cg12182284	0.0132973532412475	0.93194047861237	3.69333449625498	0.000558575577761476	0.0450978701903138	-1.50532513020246	0.925291801991746	0.938589155232994	0.0132973532412474	5	175844285	R	II	CLTB	TSS1500	shore	TSS1500-shore	chr5:175843118-175843844	rs558490680;rs62402504	36;16
cg13574263	0.0320486077506067	0.690822180092895	3.69323015574821	0.000558754482490773	0.0451074295422178	-1.50563159216623	0.674797876217591	0.706846483968198	0.0320486077506067	1	206922312	R	II		IGR	opensea	IGR-opensea		rs193272685	2
cg19243978	0.0482364868768532	0.686169262678129	3.6931615622013	0.000558872124589292	0.0451120417172808	-1.50583305789771	0.662051019239702	0.710287506116555	0.0482364868768533	9	138553816	F	II	LCN9	TSS1500	opensea	TSS1500-opensea		rs546774127;rs571634908;rs538943922;rs373552147	7;33;45;48
cg10512006	0.0310530041381556	0.565260311149887	3.69303858120498	0.000559083103991502	0.0451179195122667	-1.50619425944455	0.549733809080809	0.580786813218964	0.0310530041381555	17	43517795	R	II	PLEKHM1	Body	opensea	Body-opensea		rs577690879;rs528631620	34;33
cg13599613	0.0317380533158044	0.326490454339622	3.69302232718227	0.000559110994213742	0.0451179195122667	-1.50624199784416	0.31062142768172	0.342359480997524	0.0317380533158044	9	130524902	F	II	SH2D3C	Body	opensea	Body-opensea		rs542235980;rs562023210	13;15
cg24552382	0.0336844601509587	0.80850219213294	3.69300545851774	0.000559139940509947	0.0451179195122667	-1.50629154133462	0.791659962057461	0.82534442220842	0.0336844601509587	7	22234563	F	II	RAPGEF5	Body	opensea	Body-opensea		rs3813384;rs555909569;rs576128941;rs184138724;rs538929180	3;8;17;22;27
cg04200073	0.0255435320106095	0.241576372551896	3.69296828730051	0.000559203730663984	0.0451179195122667	-1.50640071324149	0.228804606546591	0.254348138557201	0.0255435320106095	1	184007117	R	II	COLGALT2	TSS1500	shore	TSS1500-shore	chr1:184005359-184006766	rs567910249;rs554992299	45;9
cg18703361	0.0233944536208295	0.188437230829113	3.69294276600432	0.000559247532236021	0.0451179195122667	-1.50647566895958	0.176740004018698	0.200134457639528	0.0233944536208295	7	106062067	F	II		IGR	opensea	IGR-opensea		rs556928024;rs576806993;rs11769074	0;1;14
cg06459492	0.0155612722780307	0.793995490577108	3.69283883413677	0.000559425941954637	0.0451273632680282	-1.50678091250867	0.786214854438093	0.801776126716123	0.0155612722780306	7	1641837	F	I		IGR	island	IGR-island	chr7:1641704-1641923	rs192174305;rs149156286	1;8
cg20619600	0.0167880444786207	0.92108041216195	3.69280405776752	0.000559485651359016	0.0451273632680282	-1.5068830481729	0.912686389922639	0.92947443440126	0.0167880444786206	10	8056766	F	II		IGR	opensea	IGR-opensea		rs185281692;rs531627578	24;32
cg12578063	0.0300251157133591	0.343112868937686	3.69270944849395	0.000559648122028609	0.0451313409287047	-1.50716090598445	0.328100311081006	0.358125426794365	0.0300251157133591	4	74588907	R	II		IGR	opensea	IGR-opensea		rs112013157;rs548760925;rs142845963;rs371484377;rs553875738	38;36;8;2;1
cg08322923	0.0374785040589674	0.58749658476364	3.6926654541166	0.000559723688143307	0.0451313409287047	-1.50729011163215	0.568757332734156	0.606235836793123	0.0374785040589675	5	172884008	R	II		IGR	opensea	IGR-opensea			
cg16663424	0.0292484766891657	0.39250823813541	3.69266524471089	0.000559724047848501	0.0451313409287047	-1.50729072662685	0.377883999790827	0.407132476479993	0.0292484766891656	1	54562396	F	II	TCEANC2	3'UTR	opensea	3'UTR-opensea		rs558500876;rs7524477	13;48
cg27038139	0.0103396278076865	0.941805133157157	3.69263435526589	0.000559777110407299	0.0451313409287047	-1.50738144430753	0.936635319253314	0.946974947061	0.0103396278076865	21	42771374	R	II	MX2	Body	opensea	Body-opensea		rs81481;rs569900925	14;11
cg12005026	0.034276770902065	0.613729246074842	3.69252510627999	0.000559964819424484	0.0451377756678716	-1.5077022888196	0.596590860623809	0.630867631525874	0.0342767709020649	10	89696774	F	II	PTEN	Body	opensea	Body-opensea		rs537028104	29
cg22489510	0.0227286575350822	0.262924294957929	3.69251742949791	0.000559978011760986	0.0451377756678716	-1.50772483393945	0.251559966190388	0.27428862372547	0.0227286575350822	2	8675599	F	II		IGR	opensea	IGR-opensea		rs542702692	1
cg11650372	0.0145067944544428	0.925747012648271	3.69235507496545	0.000560257083387555	0.0451524160365599	-1.50820162942285	0.91849361542105	0.933000409875492	0.0145067944544425	21	35171932	F	II	ITSN1	Body	opensea	Body-opensea		rs144517790	44
cg06059055	0.0110288333635393	0.940888683497387	3.69234129935215	0.000560280768467737	0.0451524160365599	-1.50824208448158	0.935374266815617	0.946403100179156	0.0110288333635395	6	31919030	F	II	CFB	ExonBnd	opensea	ExonBnd-opensea		rs191786290;rs545348156;rs201323211	0;1;43
cg00269725	0.0356491983626682	0.451441850127963	3.69226561995108	0.000560410904876822	0.0451555855397002	-1.5084643318473	0.433617250946629	0.469266449309297	0.0356491983626682	6	156983315	F	II		IGR	opensea	IGR-opensea		rs555703553	40
cg10396701	0.02885823958134	0.654333974934509	3.69224798426206	0.000560441234935302	0.0451555855397002	-1.50851612213014	0.639904855143839	0.668763094725179	0.0288582395813403	2	236718148	F	II	AGAP1	Body	opensea	Body-opensea		rs549288286	1
cg18678635	0.0445385666395425	0.487568061084133	3.69220919875569	0.000560507944232913	0.045156080251575	-1.50863002205853	0.465298777764362	0.509837344403904	0.0445385666395426	12	1687227	R	II	FBXL14	Body	opensea	Body-opensea		rs549386212;rs567952438	14;1
cg01951553	0.0295228071689032	0.710762825102243	3.69216206086732	0.000560589029505578	0.0451577328999713	-1.50876844920553	0.696001421517791	0.725524228686694	0.0295228071689032	9	101945441	R	II		IGR	opensea	IGR-opensea		rs565330855;rs527935157	4;2
cg02525826	0.0304271293227476	0.667160281063161	3.69208034947748	0.000560729613819504	0.0451641775639182	-1.50900840402769	0.651946716401787	0.682373845724535	0.0304271293227479	4	55091178	F	II		IGR	shore	IGR-shore	chr4:55092961-55093242	rs35955749	45
cg27297376	0.0342055455265809	0.548709186212413	3.69195306118682	0.000560948680534045	0.0451647971115264	-1.50938219467314	0.531606413449122	0.565811958975703	0.0342055455265809	7	98627840	F	II	SMURF1	3'UTR	opensea	3'UTR-opensea		rs189096289;rs538571910	33;41
cg01315205	0.0302205518141556	0.579868711698655	3.69191236285325	0.000561018740835824	0.0451647971115264	-1.50950170654437	0.564758435791577	0.594978987605733	0.0302205518141557	5	171534880	R	II	STK10	Body	opensea	Body-opensea		rs576494172;rs200199278;rs150705030;rs527958824	42;19;13;2
cg11015513	0.0291982433800621	0.279064056844296	3.69190618136703	0.00056102938271354	0.0451647971115264	-1.50951985859836	0.264464935154266	0.293663178534327	0.029198243380062	2	43241873	F	II		IGR	opensea	IGR-opensea		rs151307388;rs116229206;rs558085756;rs578113575	7;27;30;40
cg09380927	0.0224754248594502	0.718821916156666	3.69188920823755	0.000561058604185731	0.0451647971115264	-1.50956970043391	0.707584203726941	0.730059628586391	0.0224754248594503	4	4506904	R	II	STX18	Body	opensea	Body-opensea		rs539222396	51
cg16374343	0.0163510846851744	0.23890277812484	3.69186698641315	0.000561096864184033	0.0451647971115264	-1.50963495494178	0.230727235782253	0.247078320467427	0.0163510846851746	17	1014352	R	II	ABR	Body	shore	Body-shore	chr17:1011844-1012968		
cg01296504	0.0363855334604608	0.785506199161769	3.69186470549746	0.00056110079144842	0.0451647971115264	-1.50964165285059	0.767313432431538	0.803698965892	0.036385533460461	10	60627901	R	II		IGR	opensea	IGR-opensea		rs75242553;rs114620577;rs563841584	29;22;16
cg10870815	0.0305821318586039	0.413148802218867	3.69181244364064	0.000561190782769021	0.0451671641904591	-1.50979511915294	0.397857736289565	0.428439868148169	0.0305821318586039	12	2696108	R	II	CACNA1C	Body	opensea	Body-opensea		rs534827005	44
cg16787373	0.0275458147808875	0.271974402265915	3.69177665095531	0.000561252423302218	0.0451672492054896	-1.50990022323026	0.258201494875472	0.285747309656359	0.0275458147808876	3	142874902	R	II		IGR	opensea	IGR-opensea		rs536880337	40
cg01795309	0.0308529530965653	0.659702996985293	3.69171304398562	0.000561361980365184	0.0451706973982006	-1.51008700165151	0.64427652043701	0.675129473533575	0.0308529530965654	18	12302631	F	II		IGR	opensea	IGR-opensea		rs76198418;rs117864878;rs568381297	6;10;15
cg27093403	0.0375263924522727	0.360379854178586	3.69164954742154	0.000561471367737122	0.0451706973982006	-1.510273454068	0.34161665795245	0.379143050404723	0.0375263924522728	12	25083077	R	II	BCAT1	Body	opensea	Body-opensea		rs555009445	1
cg06761809	0.0292842987508242	0.655755725357182	3.69162171404079	0.000561519323558264	0.0451706973982006	-1.51035518392349	0.641113575981769	0.670397874732594	0.0292842987508242	12	609229	R	II	B4GALNT3	Body	opensea	Body-opensea		rs189071243	22
cg19132462	0.0231862773681685	0.240431395841186	3.69157562953424	0.000561598733995227	0.0451706973982006	-1.51049050556815	0.228838257157102	0.252024534525271	0.0231862773681686	11	10476608	R	II	AMPD3	TSS200	shelf	TSS200-shelf	chr11:10472000-10472857	rs545306742	2
cg02859910	0.0268977007366046	0.849870871476789	3.69156764005034	0.000561612502156724	0.0451706973982006	-1.51051396563597	0.836422021108487	0.863319721845092	0.0268977007366046	14	23988397	F	II		IGR	opensea	IGR-opensea		rs141022898	24
cg13047929	0.0350599019341586	0.400254912829102	3.69154077303472	0.000561658804070832	0.0451706973982006	-1.5105928568814	0.382724961862022	0.417784863796181	0.0350599019341587	3	187682796	R	II		IGR	opensea	IGR-opensea		rs60461375;rs550352526;rs114136483;rs532687299	38;24;18;8
cg05189778	0.0419752749714029	0.738718627208047	3.69140596727873	0.000561891180112231	0.0451845116736826	-1.51098869031475	0.717730989722346	0.759706264693749	0.0419752749714026	21	38646501	F	II		IGR	opensea	IGR-opensea		rs9977897	41
cg15228145	0.0350122136877792	0.790556770799915	3.69131904008009	0.000562041072782312	0.0451916907796863	-1.51124393246041	0.773050663956026	0.808062877643805	0.0350122136877791	5	54616587	F	II	SKIV2L2	Body	opensea	Body-opensea			
cg19085407	0.0335443210525245	0.533639730205909	3.6912763199054	0.000562114751259423	0.0451927408904276	-1.51136936939552	0.516867569679647	0.550411890732171	0.0335443210525243	10	135164596	F	II	PRAP1	Body	opensea	Body-opensea		rs78010598;rs113295378;rs139328041	1;33;45
cg24743668	0.0364128328436466	0.783387130139401	3.69117544969021	0.00056228875652663	0.0451989660640295	-1.51166554590564	0.765180713717578	0.801593546561224	0.0364128328436465	4	15134583	R	II	LOC101929095	Body	opensea	Body-opensea		rs554893443;rs76705159;rs115998010	25;16;4
cg25190697	0.0334772111090051	0.596834231090801	3.69116114634814	0.000562313434564328	0.0451989660640295	-1.51170754320647	0.580095625536299	0.613572836645304	0.0334772111090049	12	121288174	R	II	SPPL3	Body	opensea	Body-opensea			
cg02843174	0.0226933368237882	0.897685679161738	3.69104694861479	0.000562510501043855	0.045209931955824	-1.5120428459344	0.886339010749844	0.909032347573632	0.0226933368237882	2	192483258	F	II		IGR	opensea	IGR-opensea		rs539389484;rs557717387;rs577604012;rs540242492	0;1;17;33
cg12599136	0.0251561113399524	0.206801705833996	3.69080131863361	0.000562934599562828	0.0452349411661017	-1.51276403489911	0.19422365016402	0.219379761503972	0.0251561113399523	4	40329643	F	II	LOC101060498	Body	opensea	Body-opensea			
cg04739200	0.0437167731566889	0.372394078681988	3.69076166826491	0.000563003087648342	0.0452349411661017	-1.51288044897324	0.350535692103643	0.394252465260332	0.043716773156689	6	135517046	F	II	MYB	Body	opensea	Body-opensea		rs6927965	13
