	coef	exp.coef.	se.coef.	z	Pr...z..	V1	V2	V3	V4	V5	V6	V7	V8
cg24219308	-1.32392387146245	0.266089151200698	0.181253458264214	-7.3042682006793	2.78779815121173e-13	chr17	55333188	55333189	cg24219308	MSI2	F	Island	I
cg24226281	-1.47872109501401	0.227929001599743	0.185938666200295	-7.95273584151193	1.82437078666527e-15	chr19	1862341	1862342	cg24226281	KLF16	F	Island	I
cg24231037	-0.767125360687609	0.464345978780082	0.180546848557363	-4.24889920160461	2.148235485877e-05	chr15	68117551	68117552	cg24231037	LBXCOR1	R	Island	I
cg24267283	-1.64477102273148	0.193056763343448	0.241299153525218	-6.81631492983909	9.3405418972827e-12	chr3	181414021	181414022	cg24267283	SOX2OT	R	Island	I
cg24274117	-1.05676274575361	0.347579193230197	0.192553623070092	-5.48814781516179	4.06170118689966e-08	chr20	62185401	62185402	cg24274117	C20orf195	R	Island	I
cg24276681	-0.542233928822373	0.581447887259162	0.196738765002553	-2.7561112768769	0.0058493093517797	chr18	2906283	2906284	cg24276681	EMILIN2	F	Island	I
cg24311947	-0.983985331715852	0.373818336178826	0.18138108356121	-5.4249611502833	5.79671465413774e-08	chr1	28286409	28286410	cg24311947	XKR8	R	Island	I
cg24324815	-2.03311524825752	0.130927015024452	0.226837962919947	-8.96285269928572	3.16385077446495e-19	chr10	21783445	21783446	cg24324815	C10orf114	R	Island	I
cg24328125	0.777064593899131	2.17507814775859	0.188776598206391	4.11631844880243	3.84972312066375e-05	chr12	126168546	126168547	cg24328125	NA	R	Island	I
cg24336989	0.924589510336398	2.52083327194486	0.18536521492674	4.98793428260969	6.1028319713594e-07	chr6	10385903	10385904	cg24336989	NA	F	S_Shore	I
cg24339193	-1.56810645896015	0.208439497656238	0.193099818992258	-8.12070392993495	4.63487457939894e-16	chr1	205399803	205399804	cg24339193	NA	F	CpG_Ocean	II
cg24352971	-0.302004305954043	0.739334881340656	0.186282639592588	-1.62121551753049	0.104971425948515	chr17	26578508	26578509	cg24352971	NA	F	Island	I
cg24366211	-1.4653255574067	0.231002774570053	0.219551688376014	-6.6741712088186	2.48633222707844e-11	chr11	68610706	68610707	cg24366211	CPT1A	R	N_Shore	II
cg24369185	-0.305274842044532	0.736920809734255	0.187635759590239	-1.62695449263613	0.103746763217781	chr6	41341601	41341602	cg24369185	NA	F	Island	I
cg24393699	-1.37137576025242	0.25375760966393	0.183279388184048	-7.48243309757941	7.29590389574439e-14	chr1	197744782	197744783	cg24393699	DENND1B	F	Island	II
cg24395801	-0.978272957251806	0.375959837201171	0.217555346523167	-4.49666244882486	6.90284439403574e-06	chr1	86622624	86622625	cg24395801	COL24A1	R	Island	I
cg24397815	-0.175443214822811	0.839085043413518	0.214890882733194	-0.816429308639584	0.414254639489526	chr1	50798944	50798945	cg24397815	NA	R	Island	I
cg24400921	-0.394098680901239	0.674287513657715	0.189666928626545	-2.07784606285907	0.0377235396907614	chr12	42984337	42984338	cg24400921	PRICKLE1	F	Island	I
cg24411913	-1.43308441171868	0.23857193217429	0.183343691705756	-7.81638243664583	5.43630427631643e-15	chr2	220159774	220159775	cg24411913	PTPRN	F	Island	I
cg24416513	1.1550794100712	3.17427547696106	0.182534391930533	6.32800974027287	2.48343468977956e-10	chr2	176994764	176994765	cg24416513	HOXD8	R	Island	I
cg24427504	0.940179554497983	2.56044111577682	0.185395480358673	5.07121075809979	3.952927040185e-07	chr12	133481520	133481521	cg24427504	NA	F	N_Shelf	I
cg24428325	-1.13914079376798	0.320093930397637	0.198629275775346	-5.73500955144386	9.75068510145761e-09	chr6	44529081	44529082	cg24428325	NA	R	CpG_Ocean	I
cg24432073	-0.0388047187229582	0.961938539392313	0.179375980254771	-0.216331744461233	0.828729166361333	chr4	76555634	76555635	cg24432073	CDKL2	F	Island	II
cg24440302	-0.485161143470313	0.615597989174879	0.240462752067627	-2.01761453405419	0.0436314220069802	chr11	406829	406830	cg24440302	SIGIRR	F	Island	I
cg24448269	-0.719422286655919	0.487033540476588	0.308814289108259	-2.32962758534698	0.0198258428810205	chr17	54911857	54911858	cg24448269	DGKE	R	Island	II
cg24453580	-0.181578927273247	0.833952421115235	0.184413133575646	-0.984631212281654	0.324805252401532	chr12	49691064	49691065	cg24453580	PRPH	R	Island	I
cg24479590	-1.43587888191277	0.237906180665298	0.180231810813474	-7.96684489509342	1.62776757510898e-15	chr17	7348322	7348323	cg24479590	CHRNB1	R	Island	I
cg24481868	-0.195609209986341	0.822333531626335	0.459420965297258	-0.425773364216794	0.67027299749763	chr13	50070504	50070505	cg24481868	PHF11	F	Island	I
cg24504927	0.217352929592232	1.242782639517	0.17996327799642	1.20776267254121	0.2271385632663	chr12	85667353	85667354	cg24504927	NA	F	CpG_Ocean	I
cg24507921	-1.33846800736468	0.262247121649235	0.184404679950687	-7.25831908237152	3.91930141418579e-13	chr10	116064472	116064473	cg24507921	AFAP1L2	F	CpG_Ocean	I
cg24515970	-1.47115325680106	0.229660474899026	0.182724053739624	-8.05122930830663	8.19665333108045e-16	chr13	77461058	77461059	cg24515970	KCTD12	F	Island	I
cg24520538	-2.35346541506894	0.0950392404717588	0.23820264275946	-9.88009783520957	5.07833045398969e-23	chr6	42739049	42739050	cg24520538	NA	F	CpG_Ocean	I
cg24539668	-1.15719746076985	0.314365970449187	0.184545606879641	-6.27052293650407	3.59837536760076e-10	chr2	47499521	47499522	cg24539668	NA	R	Island	I
cg24563094	-0.829162197245312	0.436414762691973	0.209458298519492	-3.95860275341706	7.53895062992993e-05	chr2	26395458	26395459	cg24563094	FAM59B	R	Island	I
cg24590788	-1.31540761979794	0.268364910090844	0.183091360759699	-7.18443303026385	6.74866513877854e-13	chr13	95655324	95655325	cg24590788	NA	F	Island	I
cg24594295	-1.55820829435169	0.210512910678348	0.186434230609571	-8.35795169833847	6.38165630925291e-17	chr1	151966792	151966793	cg24594295	S100A10	R	Island	II
cg24599205	-0.730091276747181	0.481865005012588	0.182542917488795	-3.99955959283929	6.34604671329358e-05	chr1	110754087	110754088	cg24599205	KCNC4	F	Island	I
cg24604604	-0.444305192953423	0.641269679971903	0.186350369313067	-2.38424637735488	0.0171141402091911	chr1	115213147	115213148	cg24604604	DENND2C	F	S_Shore	II
cg24615528	-0.351529950079742	0.703610776447561	0.219584106665821	-1.60088977029074	0.109401335735911	chr3	182880694	182880695	cg24615528	LAMP3	F	Island	I
cg24631482	-1.59529225448712	0.202849236239252	0.256639874824312	-6.21607322548455	5.09750227607211e-10	chr2	42329446	42329447	cg24631482	NA	R	Island	I
cg24671344	-1.39812604284066	0.247059509347433	0.185141454283479	-7.55166393313472	4.29732189133877e-14	chr1	13910796	13910797	cg24671344	PDPN	R	Island	I
cg24673771	-1.51962081982703	0.218794833888262	0.223707290168183	-6.79289807088802	1.09903033943872e-11	chr2	45180267	45180268	cg24673771	NA	F	Island	I
cg24678505	-0.00637745924062545	0.993642833590739	0.190131063186426	-0.0335424371680512	0.973242024890378	chr12	56882429	56882430	cg24678505	GLS2	R	Island	I
cg24685601	-0.808602453459289	0.445480210711176	0.196875688827776	-4.10717269498237	4.00531764692452e-05	chr1	20512550	20512551	cg24685601	UBXN10	F	Island	I
cg24686357	-0.413316198953491	0.661453098980053	0.304695396240482	-1.35648980605956	0.174943376632337	chr4	48272266	48272267	cg24686357	TEC	R	Island	I
cg24693287	-1.40851254623139	0.2445067052198	0.185030081915345	-7.61234352625867	2.69169974264034e-14	chr1	31885850	31885851	cg24693287	SERINC2	R	Island	I
cg24718971	0.770432842401475	2.16070129454487	0.187161930094438	4.11639718618382	3.84840883141389e-05	chr5	80256166	80256167	cg24718971	RASGRF2	R	Island	I
cg24720583	-0.339192039093615	0.712345637742436	0.180189565579677	-1.88241776377239	0.0597793158950027	chr17	6926194	6926195	cg24720583	BCL6B	F	Island	I
cg24720688	-1.31674650001528	0.268005842049881	0.255105741872522	-5.16157139525801	2.44885459749847e-07	chr6	75918129	75918130	cg24720688	NA	R	S_Shore	I
cg24722763	-1.16965999814738	0.310472484541946	0.200429037843143	-5.83578113597871	5.35391375510319e-09	chr20	44002522	44002523	cg24722763	TP53TG5	F	CpG_Ocean	II
cg24722950	-1.79697006350902	0.165800492886317	0.213782874817837	-8.4055847085049	4.25735135097053e-17	chr14	62035475	62035476	cg24722950	NA	R	CpG_Ocean	I
cg24733497	-1.68450806659634	0.185535680708888	0.19548659975646	-8.6170001866876	6.87310223676354e-18	chr22	50356079	50356080	cg24733497	PIM3	F	Island	II
cg24761867	0.759406471831146	2.13700746988402	0.184382973766667	4.11863664153807	3.81120553505868e-05	chr5	138728704	138728705	cg24761867	LOC389333	R	Island	I
cg24770596	-1.76889415304869	0.170521455230103	0.199748418917783	-8.8556102853398	8.32271843647891e-19	chr10	104170513	104170514	cg24770596	PSD	R	Island	I
cg24796842	-1.48227738928179	0.227119858625936	0.200854562280389	-7.37985422114813	1.58462942407116e-13	chr12	4379504	4379505	cg24796842	NA	F	Island	II
cg24846594	-1.42832696388559	0.239709629818823	0.183751505666024	-7.77314427279653	7.65614549713782e-15	chr1	236687271	236687272	cg24846594	LGALS8	F	Island	I
cg24859937	-1.68868930149231	0.184761532022862	0.2529444854932	-6.67612617922721	2.45340757698898e-11	chr8	38411708	38411709	cg24859937	NA	F	CpG_Ocean	I
cg24877677	-2.21949976578118	0.108663452408794	0.24120846157899	-9.20158335761512	3.52713551851761e-20	chr5	43020627	43020628	cg24877677	NA	F	S_Shore	II
cg24878755	-1.60632488516224	0.20062357555464	0.183771783507179	-8.74086790967823	2.3132635785239e-18	chr6	139349590	139349591	cg24878755	C6orf115	R	N_Shore	II
cg24882551	0.395434680081021	1.48502956341641	0.183455087236266	2.1554849529561	0.0311239048577584	chr4	85403032	85403033	cg24882551	NA	F	Island	II
cg24887265	-0.876115797726469	0.41639714538577	0.586623443366448	-1.49348923510236	0.135309170028703	chr2	45233528	45233529	cg24887265	SIX2	R	N_Shore	I
cg24890054	-0.000932199774715797	0.999068234588513	0.180523648873489	-0.00516386512533369	0.995879850053415	chr2	18059752	18059753	cg24890054	KCNS3	R	Island	I
cg24892139	-1.51689482657329	0.219392080805082	0.186814608915063	-8.11978696624821	4.67002694563118e-16	chr5	35618383	35618384	cg24892139	SPEF2	F	S_Shore	II
cg24903183	-1.95406145531962	0.141697403649852	0.201698419117913	-9.68803555261025	3.38985824306254e-22	chr8	101661918	101661919	cg24903183	SNX31	F	Island	I
cg24917627	0.700648907207095	2.01505987018345	0.180484674787298	3.88204099895359	0.000103583407705192	chr4	48271835	48271836	cg24917627	TEC	F	Island	I
cg24934561	-1.61253207921646	0.199382123043661	0.187813754653023	-8.58580396412143	9.02033698625981e-18	chr1	3663902	3663903	cg24934561	KIAA0495	F	Island	I
cg24935773	-0.626711153870649	0.534346297042451	0.179717615444843	-3.48719936172863	0.000488107357850559	chr3	101568173	101568174	cg24935773	NFKBIZ	R	Island	I
cg24939845	-1.30224893692366	0.271919574899806	0.194744670825438	-6.68695544480881	2.27861214152567e-11	chr1	110627473	110627474	cg24939845	NA	F	Island	I
cg24960158	-1.55203439940328	0.211816615601675	0.184419905536271	-8.41576398648589	3.90342498156579e-17	chr3	97690786	97690787	cg24960158	MINA	R	Island	II
cg24972297	-1.79049659258038	0.166877279068697	0.197774549673194	-9.05322042466547	1.38812707028844e-19	chr4	153857113	153857114	cg24972297	NA	R	Island	II
cg24984523	-0.209425865221169	0.811049764199286	0.192281276502385	-1.08916410911476	0.276081523031292	chr13	50070436	50070437	cg24984523	PHF11	F	Island	I
cg24990131	-1.76948698823835	0.170420394070116	0.198723972075796	-8.90424526922924	5.37504888741063e-19	chr6	6320710	6320711	cg24990131	F13A1	F	CpG_Ocean	I
cg25026237	-0.0970416183765395	0.907518235911652	0.201938904936099	-0.480549393923112	0.630836789735919	chr6	4775638	4775639	cg25026237	CDYL	R	Island	II
cg25026703	-0.248024321795639	0.780340963753778	0.180859246882562	-1.37136655200544	0.170260718803868	chr17	78429138	78429139	cg25026703	NA	R	Island	I
cg25042239	-1.36288730744719	0.255920787183923	0.185483535670272	-7.34775354870282	2.0156570197823e-13	chr6	43021668	43021669	cg25042239	CUL7	R	Island	I
cg25047056	-1.04912530726	0.350243971025274	0.191830746284763	-5.46901540852386	4.52542410788266e-08	chr10	30347964	30347965	cg25047056	KIAA1462	R	Island	I
cg25051341	0.750327303008803	2.11769303049433	0.179605875730595	4.17763227375855	2.94559367962932e-05	chr6	100061307	100061308	cg25051341	PRDM13	R	Island	I
cg25054416	-0.220918691273104	0.801781869502991	0.198742472787965	-1.11158268373162	0.266317621229591	chr17	33700180	33700181	cg25054416	SLFN11	R	N_Shore	I
cg25060172	-0.742610535590105	0.475870016991144	0.23798485216505	-3.12041093722672	0.00180598901529594	chr4	76555980	76555981	cg25060172	CDKL2	F	Island	I
cg25090514	0.529793367132141	1.6985812896306	0.222619426609723	2.37981642123681	0.0173212648275184	chr5	2038743	2038744	cg25090514	NA	R	Island	I
cg25104512	-1.76929892911444	0.170452446193873	0.207131971147944	-8.54189200879433	1.3204180148311e-17	chr3	46735454	46735455	cg25104512	ALS2CL	F	Island	I
cg25108022	-0.477175570784708	0.62053357216267	0.179381463258381	-2.66011639172206	0.00781136524827653	chr5	172199313	172199314	cg25108022	DUSP1	F	Island	I
cg25121332	-1.72980835477911	0.177318388935636	0.187082913547223	-9.24621239845332	2.32588709655808e-20	chr2	33171784	33171785	cg25121332	LTBP1	R	Island	II
cg25137030	-0.456112593651005	0.633742477701955	0.212922380585324	-2.14215430241363	0.0321810673995864	chr15	45722589	45722590	cg25137030	C15orf48	R	Island	I
cg25139187	-1.7671484149411	0.170819401024655	0.202872708182597	-8.71062663268913	3.02199512342837e-18	chr1	156594229	156594230	cg25139187	HAPLN2	F	Island	II
cg25143990	-0.179264901272125	0.835884443213961	0.205542766303547	-0.872153783351272	0.383124488559318	chr12	28127783	28127784	cg25143990	NA	F	N_Shore	I
cg25146017	-0.461892404025126	0.630090131456753	0.185683005069795	-2.48753193029975	0.012863290593365	chr6	110679400	110679401	cg25146017	C6orf186	F	N_Shore	I
cg25147193	-0.838523612763246	0.432348366071351	0.179984091128864	-4.65887627903114	3.17940209854853e-06	chr19	13984091	13984092	cg25147193	MIR181C	R	Island	II
cg25162948	-1.03515991156871	0.355169580658762	0.717224892884708	-1.44328497496127	0.148940210549105	chr13	50070718	50070719	cg25162948	PHF11	F	Island	II
cg25179470	-1.28374997059425	0.276996621230158	0.181698930582711	-7.06525881290138	1.60316910013636e-12	chr10	102756915	102756916	cg25179470	LZTS2	R	Island	I
cg25185173	0.122398121040128	1.13020397020351	0.19074177034475	0.641695423183415	0.52107096150213	chr4	154712580	154712581	cg25185173	NA	R	Island	I
cg25204440	0.479536336896011	1.6153252618071	0.181086939155014	2.64810007355372	0.00809455597264518	chr1	209979598	209979599	cg25204440	IRF6	F	Island	I
cg25221442	-1.6130629897306	0.199276297072751	0.188802293380618	-8.5436620543519	1.3003395025179e-17	chr3	197183582	197183583	cg25221442	NA	F	Island	I
cg25235766	-1.29223396835742	0.274656523244598	0.221491771158829	-5.83423014587197	5.40394891155672e-09	chr19	54485494	54485495	cg25235766	CACNG8	R	Island	I
cg25237365	-2.0450129928995	0.129378508964487	0.196810161199272	-10.3907896850351	2.73082654225307e-25	chr4	3464874	3464875	cg25237365	DOK7	R	Island	I
cg25243455	0.425760931968872	1.5307547768551	0.181865615289487	2.34107437676529	0.0192283361165685	chr2	114033360	114033361	cg25243455	PAX8	F	Island	I
cg25251738	-1.7901836084103	0.166929517189818	0.187027643614714	-9.57175941380177	1.05101624207501e-21	chr13	30995663	30995664	cg25251738	NA	R	N_Shore	II
cg25253677	-0.81189336124142	0.444016586066758	0.19513652666133	-4.16064267993508	3.17353278268971e-05	chr19	54485730	54485731	cg25253677	CACNG8	F	Island	I
cg25260137	-1.03171050968023	0.356396818682752	0.212866337147584	-4.84675277220993	1.25498659201729e-06	chr8	65282185	65282186	cg25260137	NA	F	Island	I
cg25270670	-1.61302838901356	0.199283192294809	0.190455513816952	-8.46931840767737	2.46833095776969e-17	chr11	61735789	61735790	cg25270670	FTH1	R	Island	II
cg25287257	0.325335087789123	1.3844944954608	0.183497212413753	1.77297019126128	0.0762336464108911	chr7	156798258	156798259	cg25287257	MNX1	R	Island	I
cg25291551	-1.63375792230413	0.195194667735679	0.18657555108579	-8.75654882323196	2.01319550283186e-18	chr11	46402666	46402667	cg25291551	MDK	F	Island	I
cg25304816	0.281183130345291	1.32469617379134	0.41899419970477	0.671090746705843	0.502162721370009	chr1	36627734	36627735	cg25304816	MAP7D1	R	CpG_Ocean	II
cg25318296	-0.575773842888517	0.562269592085515	0.198952773325315	-2.8940227033028	0.00380340660568186	chr13	100547785	100547786	cg25318296	CLYBL	R	Island	I
cg25340966	0.345706719641783	1.41298815337202	0.28130573153634	1.22893592588292	0.219095830372008	chr1	119532195	119532196	cg25340966	TBX15	R	Island	I
cg25358770	-1.3270002694241	0.26527181295181	0.179885711316445	-7.37690759156362	1.62008369749072e-13	chr8	26306017	26306018	cg25358770	NA	R	Island	I
cg25369980	-1.08340634858751	0.338440712869894	0.180344556952229	-6.00742471465049	1.88493283510471e-09	chr5	73937328	73937329	cg25369980	ENC1	F	Island	I
cg25371950	-1.72095335828084	0.178895515066606	0.18682861357956	-9.211401429942	3.21894424690532e-20	chr2	242786524	242786525	cg25371950	NA	R	Island	I
cg25379026	0.713773251925228	2.04168051771218	0.183892166442524	3.88147720337136	0.000103823885798162	chr1	225117389	225117390	cg25379026	DNAH14	R	Island	I
cg25399963	-0.917777923234603	0.399405565584246	0.183294752604479	-5.00711509846123	5.52518905983951e-07	chr15	75249890	75249891	cg25399963	RPP25	R	Island	I
cg25416014	-1.80508848830088	0.164459903155868	0.191712176961871	-9.41561729101792	4.70310649050337e-21	chr3	183146809	183146810	cg25416014	MCF2L2	F	S_Shore	II
cg25446076	-1.34327624487287	0.260989201814674	0.392238750100279	-3.42463931605293	0.000615616120112441	chr21	38083149	38083150	cg25446076	SIM2	R	S_Shore	I
cg25448812	-1.95424678537718	0.141671145295184	0.195001050166071	-10.0217244148832	1.22349345281317e-23	chr11	46402210	46402211	cg25448812	MDK	F	N_Shore	I
cg25466090	-0.871943634003885	0.418138051597485	0.180166927466541	-4.83964313686713	1.30072481064164e-06	chr1	2064691	2064692	cg25466090	PRKCZ	F	Island	I
cg25474372	0.800969218952918	2.22769901059896	0.185528984158261	4.31721880323385	1.58007509788054e-05	chr6	28762125	28762126	cg25474372	NA	F	CpG_Ocean	I
cg25485294	-0.847426579094884	0.428516266961236	0.188187068096963	-4.50310740086695	6.69670192097584e-06	chr6	27841324	27841325	cg25485294	HIST1H4L	F	S_Shore	II
cg25492645	-1.39804729742594	0.247078964916965	0.353381922417591	-3.9561935932135	7.61534551390978e-05	chr2	166651320	166651321	cg25492645	GALNT3	F	S_Shore	II
cg25503903	0.168619061459251	1.18366914783157	0.200532403759432	0.840856930341961	0.400428089229208	chr3	138679512	138679513	cg25503903	NA	R	Island	II
cg25510610	-1.47591100692252	0.228570402947914	0.210281069905027	-7.01875355489257	2.23856223964066e-12	chr8	38240894	38240895	cg25510610	WHSC1L1	F	S_Shore	II
